source,NR,WR,SR,ER,NER,All India,date
Lignite,24.0,15.0,53.0,0.0,0.0,92,2022-10-08
Hydro,226.0,104.0,165.0,131.0,32.0,658,2022-10-08
Nuclear,30.0,40.0,64.0,0.0,0.0,134,2022-10-08
"Gas, Naptha & Diesel",5.0,3.0,6.0,0.0,29.0,43,2022-10-08
"RES (Wind, Solar, Biomass & Others)",134.0,87.0,184.0,5.0,1.0,410,2022-10-08
"RES (Wind, Solar, Biomass & Others)",129.0,71.0,113.0,5.0,0.0,319,2022-10-09
Total,988.0,1262.0,813.0,681.0,75.0,3819,2022-10-09
Nuclear,30.0,40.0,64.0,0.0,0.0,134,2022-10-09
Hydro,223.0,105.0,165.0,136.0,34.0,662,2022-10-09
Lignite,24.0,10.0,49.0,0.0,0.0,82,2022-10-09
Coal,578.0,1035.0,415.0,540.0,11.0,2579,2022-10-09
"Gas, Naptha & Diesel",4.0,2.0,6.0,0.0,30.0,42,2022-10-09
"RES (Wind, Solar, Biomass & Others)",123.0,64.0,144.0,5.0,0.0,336,2022-10-11
Nuclear,30.0,36.0,68.0,0.0,0.0,134,2022-10-11
Total,993.0,1264.0,882.0,678.0,77.0,3894,2022-10-11
Hydro,224.0,112.0,152.0,132.0,36.0,656,2022-10-11
Lignite,25.0,12.0,41.0,0.0,0.0,77,2022-10-11
Coal,583.0,1039.0,470.0,542.0,12.0,2647,2022-10-11
"Gas, Naptha & Diesel",7.0,3.0,6.0,0.0,28.0,44,2022-10-11
Lignite,25.0,12.0,45.0,0.0,0.0,82,2022-10-12
Coal,596.0,1030.0,461.0,553.0,12.0,2651,2022-10-12
Nuclear,30.0,35.0,67.0,0.0,0.0,133,2022-10-12
"Gas, Naptha & Diesel",7.0,4.0,6.0,0.0,28.0,45,2022-10-12
"RES (Wind, Solar, Biomass & Others)",130.0,65.0,137.0,5.0,0.0,337,2022-10-12
Total,1027.0,1254.0,875.0,698.0,76.0,3930,2022-10-12
Hydro,238.0,108.0,158.0,141.0,35.0,681,2022-10-12
"RES (Wind, Solar, Biomass & Others)",130.0,90.0,141.0,5.0,1.0,367,2022-10-13
Coal,600.0,1039.0,460.0,559.0,9.0,2667,2022-10-13
Lignite,26.0,14.0,41.0,0.0,0.0,81,2022-10-13
Hydro,224.0,105.0,151.0,145.0,33.0,658,2022-10-13
Nuclear,30.0,35.0,69.0,0.0,0.0,134,2022-10-13
Total,1018.0,1286.0,868.0,709.0,72.0,3953,2022-10-13
"Gas, Naptha & Diesel",7.0,3.0,6.0,0.0,29.0,46,2022-10-13
Hydro,213.0,101.0,134.0,144.0,32.0,624,2022-10-14
Nuclear,31.0,36.0,69.0,0.0,0.0,135,2022-10-14
"Gas, Naptha & Diesel",7.0,3.0,7.0,0.0,29.0,46,2022-10-14
Coal,597.0,1021.0,456.0,560.0,9.0,2644,2022-10-14
Total,1005.0,1277.0,873.0,710.0,71.0,3937,2022-10-14
"RES (Wind, Solar, Biomass & Others)",132.0,102.0,167.0,5.0,1.0,407,2022-10-14
Lignite,25.0,14.0,41.0,0.0,0.0,81,2022-10-14
Coal,611.0,996.0,437.0,559.0,12.0,2616,2022-10-15
Lignite,25.0,16.0,41.0,0.0,0.0,81,2022-10-15
Hydro,207.0,97.0,145.0,129.0,30.0,608,2022-10-15
"RES (Wind, Solar, Biomass & Others)",134.0,115.0,149.0,6.0,1.0,405,2022-10-15
Nuclear,31.0,36.0,69.0,0.0,0.0,135,2022-10-15
Total,1012.0,1262.0,847.0,694.0,66.0,3882,2022-10-15
"Gas, Naptha & Diesel",5.0,2.0,6.0,0.0,24.0,37,2022-10-15
Nuclear,31.0,36.0,69.0,0.0,0.0,136,2022-10-16
Total,962.0,1238.0,808.0,669.0,62.0,3740,2022-10-16
"Gas, Naptha & Diesel",5.0,3.0,6.0,0.0,23.0,36,2022-10-16
"RES (Wind, Solar, Biomass & Others)",129.0,104.0,146.0,6.0,1.0,385,2022-10-16
Lignite,25.0,16.0,37.0,0.0,0.0,77,2022-10-16
Hydro,200.0,95.0,147.0,120.0,26.0,587,2022-10-16
Coal,573.0,986.0,404.0,543.0,12.0,2519,2022-10-16
Lignite,25.0,16.0,34.0,0.0,0.0,75,2022-10-17
Total,989.0,1286.0,852.0,695.0,67.0,3889,2022-10-17
"RES (Wind, Solar, Biomass & Others)",125.0,88.0,152.0,5.0,1.0,371,2022-10-17
"Gas, Naptha & Diesel",8.0,5.0,6.0,0.0,30.0,47,2022-10-17
Nuclear,31.0,36.0,61.0,0.0,0.0,127,2022-10-17
Coal,612.0,1047.0,442.0,570.0,13.0,2684,2022-10-17
Hydro,189.0,95.0,157.0,120.0,24.0,585,2022-10-17
Coal,631.0,1059.0,459.0,569.0,13.0,2731,2022-10-18
Lignite,24.0,17.0,45.0,0.0,0.0,86,2022-10-18
Hydro,180.0,82.0,152.0,121.0,22.0,557,2022-10-18
Nuclear,31.0,36.0,60.0,0.0,0.0,126,2022-10-18
Total,1000.0,1272.0,912.0,695.0,66.0,3945,2022-10-18
"RES (Wind, Solar, Biomass & Others)",127.0,75.0,190.0,5.0,1.0,397,2022-10-18
"Gas, Naptha & Diesel",8.0,4.0,7.0,0.0,30.0,49,2022-10-18
Coal,631.0,1059.0,471.0,565.0,12.0,2739,2022-10-19
"RES (Wind, Solar, Biomass & Others)",137.0,78.0,184.0,5.0,1.0,404,2022-10-19
"Gas, Naptha & Diesel",13.0,4.0,7.0,0.0,30.0,53,2022-10-19
Nuclear,31.0,36.0,61.0,0.0,0.0,127,2022-10-19
Hydro,175.0,92.0,154.0,114.0,22.0,557,2022-10-19
Lignite,21.0,16.0,50.0,0.0,0.0,87,2022-10-19
Total,1006.0,1286.0,927.0,685.0,65.0,3968,2022-10-19
Total,1009.0,1312.0,917.0,661.0,64.0,3963,2022-10-20
"RES (Wind, Solar, Biomass & Others)",141.0,73.0,166.0,5.0,1.0,386,2022-10-20
Coal,631.0,1089.0,469.0,544.0,12.0,2745,2022-10-20
Hydro,169.0,95.0,159.0,112.0,22.0,557,2022-10-20
Lignite,22.0,16.0,48.0,0.0,0.0,86,2022-10-20
Nuclear,31.0,36.0,68.0,0.0,0.0,134,2022-10-20
"Gas, Naptha & Diesel",14.0,4.0,7.0,0.0,29.0,55,2022-10-20
Coal,641.0,1050.0,484.0,545.0,12.0,2732,2022-10-21
Lignite,26.0,14.0,44.0,0.0,0.0,84,2022-10-21
"RES (Wind, Solar, Biomass & Others)",127.0,108.0,160.0,5.0,1.0,402,2022-10-21
"Gas, Naptha & Diesel",12.0,2.0,7.0,0.0,30.0,50,2022-10-21
Total,1012.0,1296.0,913.0,654.0,64.0,3940,2022-10-21
Nuclear,31.0,38.0,70.0,0.0,0.0,139,2022-10-21
Hydro,176.0,83.0,148.0,104.0,21.0,532,2022-10-21
Lignite,28.0,14.0,56.0,0.0,0.0,98,2022-10-22
Coal,622.0,1006.0,463.0,545.0,12.0,2647,2022-10-22
Hydro,176.0,54.0,138.0,98.0,20.0,486,2022-10-22
Total,997.0,1243.0,913.0,648.0,62.0,3864,2022-10-22
"RES (Wind, Solar, Biomass & Others)",129.0,127.0,182.0,6.0,1.0,445,2022-10-22
Nuclear,31.0,40.0,69.0,0.0,0.0,140,2022-10-22
"Gas, Naptha & Diesel",12.0,2.0,6.0,0.0,30.0,49,2022-10-22
"Gas, Naptha & Diesel",12.0,2.0,6.0,0.0,30.0,50,2022-10-23
"RES (Wind, Solar, Biomass & Others)",122.0,92.0,206.0,6.0,1.0,427,2022-10-23
Lignite,28.0,14.0,54.0,0.0,0.0,96,2022-10-23
Total,939.0,1145.0,873.0,631.0,61.0,3648,2022-10-23
Coal,568.0,944.0,398.0,530.0,11.0,2452,2022-10-23
Hydro,178.0,51.0,143.0,95.0,20.0,487,2022-10-23
Nuclear,31.0,41.0,66.0,0.0,0.0,137,2022-10-23
Total,882.0,1037.0,806.0,570.0,57.0,3351,2022-10-24
Coal,514.0,860.0,346.0,468.0,10.0,2198,2022-10-24
Hydro,175.0,43.0,142.0,96.0,20.0,475,2022-10-24
Nuclear,31.0,41.0,66.0,0.0,0.0,137,2022-10-24
"Gas, Naptha & Diesel",12.0,2.0,7.0,0.0,27.0,47,2022-10-24
"RES (Wind, Solar, Biomass & Others)",124.0,80.0,193.0,6.0,0.0,402,2022-10-24
Lignite,27.0,11.0,53.0,0.0,0.0,91,2022-10-24
Coal,470.0,832.0,340.0,428.0,9.0,2079,2022-10-25
Total,845.0,1042.0,798.0,531.0,63.0,3279,2022-10-25
"RES (Wind, Solar, Biomass & Others)",136.0,115.0,194.0,6.0,0.0,451,2022-10-25
Lignite,26.0,10.0,51.0,0.0,0.0,87,2022-10-25
Hydro,170.0,42.0,138.0,97.0,31.0,479,2022-10-25
Nuclear,31.0,41.0,68.0,0.0,0.0,140,2022-10-25
"Gas, Naptha & Diesel",12.0,2.0,7.0,0.0,23.0,43,2022-10-25
"RES (Wind, Solar, Biomass & Others)",133.0,90.0,191.0,6.0,0.0,420,2022-10-26
"Gas, Naptha & Diesel",14.0,4.0,6.0,0.0,28.0,52,2022-10-26
Nuclear,31.0,41.0,70.0,0.0,0.0,141,2022-10-26
Hydro,166.0,32.0,148.0,94.0,34.0,474,2022-10-26
Total,888.0,1070.0,882.0,567.0,70.0,3478,2022-10-26
Coal,519.0,894.0,409.0,468.0,8.0,2298,2022-10-26
Lignite,26.0,10.0,57.0,0.0,0.0,93,2022-10-26
Coal,570.0,971.0,457.0,503.0,13.0,2513,2022-10-27
Total,935.0,1149.0,925.0,599.0,78.0,3686,2022-10-27
Lignite,24.0,10.0,59.0,0.0,0.0,93,2022-10-27
Hydro,164.0,44.0,158.0,91.0,36.0,492,2022-10-27
Nuclear,30.0,39.0,70.0,0.0,0.0,140,2022-10-27
"Gas, Naptha & Diesel",16.0,4.0,5.0,0.0,28.0,53,2022-10-27
"RES (Wind, Solar, Biomass & Others)",132.0,81.0,177.0,5.0,1.0,395,2022-10-27
Coal,608.0,1007.0,474.0,539.0,13.0,2640,2022-10-28
Lignite,23.0,11.0,58.0,0.0,0.0,92,2022-10-28
Hydro,163.0,42.0,158.0,83.0,36.0,482,2022-10-28
Nuclear,26.0,36.0,70.0,0.0,0.0,132,2022-10-28
"Gas, Naptha & Diesel",15.0,4.0,5.0,0.0,23.0,46,2022-10-28
"RES (Wind, Solar, Biomass & Others)",124.0,84.0,171.0,5.0,1.0,385,2022-10-28
Total,958.0,1184.0,935.0,627.0,74.0,3777,2022-10-28
Total,945.0,1219.0,926.0,619.0,69.0,3778,2022-10-29
"RES (Wind, Solar, Biomass & Others)",115.0,100.0,193.0,5.0,1.0,415,2022-10-29
"Gas, Naptha & Diesel",14.0,3.0,4.0,0.0,23.0,44,2022-10-29
Nuclear,26.0,36.0,70.0,0.0,0.0,132,2022-10-29
Hydro,160.0,36.0,154.0,78.0,33.0,461,2022-10-29
Lignite,24.0,12.0,56.0,0.0,0.0,92,2022-10-29
Coal,606.0,1032.0,448.0,536.0,13.0,2635,2022-10-29
Coal,591.0,1019.0,416.0,513.0,8.0,2547,2022-10-30
Lignite,25.0,13.0,47.0,0.0,0.0,85,2022-10-30
Nuclear,26.0,40.0,66.0,0.0,0.0,132,2022-10-30
"Gas, Naptha & Diesel",12.0,2.0,4.0,0.0,24.0,41,2022-10-30
"RES (Wind, Solar, Biomass & Others)",119.0,113.0,164.0,6.0,1.0,402,2022-10-30
Total,924.0,1214.0,813.0,591.0,62.0,3604,2022-10-30
Hydro,151.0,29.0,116.0,73.0,29.0,397,2022-10-30
"RES (Wind, Solar, Biomass & Others)",122.0,101.0,198.0,5.0,1.0,427,2022-10-31
Total,963.0,1255.0,941.0,592.0,61.0,3813,2022-10-31
"Gas, Naptha & Diesel",15.0,4.0,5.0,0.0,24.0,48,2022-10-31
Coal,618.0,1061.0,474.0,514.0,10.0,2677,2022-10-31
Lignite,31.0,13.0,53.0,0.0,0.0,96,2022-10-31
Hydro,152.0,37.0,141.0,73.0,27.0,429,2022-10-31
Nuclear,26.0,41.0,70.0,0.0,0.0,137,2022-10-31
Hydro,150.0,31.0,154.0,72.0,23.0,430,2022-11-01
Lignite,34.0,13.0,56.0,0.0,0.0,103,2022-11-01
Nuclear,26.0,41.0,70.0,0.0,0.0,137,2022-11-01
Total,979.0,1275.0,891.0,626.0,63.0,3833,2022-11-01
"RES (Wind, Solar, Biomass & Others)",129.0,85.0,128.0,5.0,1.0,348,2022-11-01
"Gas, Naptha & Diesel",14.0,10.0,3.0,0.0,24.0,50,2022-11-01
Coal,626.0,1096.0,480.0,548.0,14.0,2765,2022-11-01
Nuclear,26.0,40.0,70.0,0.0,0.0,136,2022-11-02
"RES (Wind, Solar, Biomass & Others)",118.0,86.0,133.0,5.0,1.0,342,2022-11-02
"Gas, Naptha & Diesel",14.0,5.0,3.0,0.0,25.0,45,2022-11-02
Total,959.0,1302.0,892.0,643.0,63.0,3859,2022-11-02
Coal,616.0,1125.0,476.0,564.0,15.0,2794,2022-11-02
Lignite,33.0,12.0,51.0,0.0,0.0,96,2022-11-02
Hydro,152.0,36.0,159.0,74.0,23.0,444,2022-11-02
Nuclear,26.0,40.0,70.0,0.0,0.0,136,2022-11-03
Hydro,147.0,34.0,150.0,69.0,22.0,423,2022-11-03
Lignite,30.0,10.0,46.0,0.0,0.0,87,2022-11-03
Coal,623.0,1144.0,477.0,568.0,15.0,2827,2022-11-03
"Gas, Naptha & Diesel",15.0,0.0,4.0,0.0,24.0,42,2022-11-03
Total,978.0,1318.0,887.0,642.0,62.0,3887,2022-11-03
"RES (Wind, Solar, Biomass & Others)",137.0,90.0,139.0,5.0,1.0,371,2022-11-03
Nuclear,26.0,40.0,62.0,0.0,0.0,128,2022-11-04
Total,971.0,1329.0,918.0,636.0,62.0,3916,2022-11-04
"RES (Wind, Solar, Biomass & Others)",139.0,83.0,177.0,5.0,1.0,405,2022-11-04
"Gas, Naptha & Diesel",15.0,5.0,4.0,0.0,24.0,48,2022-11-04
Hydro,143.0,46.0,146.0,71.0,22.0,428,2022-11-04
Lignite,28.0,10.0,48.0,0.0,0.0,85,2022-11-04
Coal,619.0,1146.0,481.0,560.0,15.0,2822,2022-11-04
Coal,614.0,1153.0,476.0,561.0,10.0,2814,2022-11-05
Hydro,141.0,50.0,153.0,70.0,21.0,436,2022-11-05
Nuclear,26.0,40.0,60.0,0.0,0.0,126,2022-11-05
"Gas, Naptha & Diesel",14.0,2.0,4.0,0.0,24.0,43,2022-11-05
"RES (Wind, Solar, Biomass & Others)",155.0,80.0,188.0,5.0,1.0,430,2022-11-05
Total,974.0,1333.0,926.0,636.0,56.0,3924,2022-11-05
Lignite,24.0,8.0,45.0,0.0,0.0,76,2022-11-05
Hydro,140.0,44.0,134.0,64.0,21.0,403,2022-11-06
Coal,589.0,1153.0,449.0,562.0,10.0,2765,2022-11-06
Lignite,20.0,7.0,41.0,0.0,0.0,68,2022-11-06
Nuclear,26.0,40.0,60.0,0.0,0.0,126,2022-11-06
"Gas, Naptha & Diesel",12.0,3.0,4.0,0.0,25.0,44,2022-11-06
"RES (Wind, Solar, Biomass & Others)",122.0,75.0,172.0,5.0,1.0,376,2022-11-06
Total,909.0,1323.0,861.0,631.0,58.0,3782,2022-11-06
Total,856.0,1383.0,920.0,651.0,61.0,3871,2022-11-07
Nuclear,26.0,29.0,60.0,0.0,0.0,115,2022-11-07
"RES (Wind, Solar, Biomass & Others)",47.0,82.0,200.0,5.0,1.0,335,2022-11-07
Hydro,137.0,52.0,136.0,68.0,19.0,411,2022-11-07
Lignite,21.0,8.0,40.0,0.0,0.0,69,2022-11-07
Coal,609.0,1212.0,478.0,578.0,11.0,2890,2022-11-07
"Gas, Naptha & Diesel",16.0,0.0,5.0,0.0,31.0,51,2022-11-07
Nuclear,26.0,28.0,69.0,0.0,0.0,123,2022-11-08
Hydro,142.0,51.0,131.0,63.0,20.0,406,2022-11-08
"Gas, Naptha & Diesel",16.0,5.0,5.0,0.0,30.0,56,2022-11-08
"RES (Wind, Solar, Biomass & Others)",96.0,86.0,192.0,5.0,1.0,380,2022-11-08
Coal,626.0,1251.0,488.0,575.0,12.0,2952,2022-11-08
Lignite,22.0,8.0,41.0,0.0,0.0,70,2022-11-08
Total,926.0,1429.0,925.0,643.0,63.0,3939,2022-11-08
"Gas, Naptha & Diesel",16.0,4.0,5.0,0.0,30.0,56,2022-11-09
Coal,625.0,1265.0,497.0,575.0,11.0,2973,2022-11-09
Lignite,24.0,10.0,43.0,0.0,0.0,77,2022-11-09
Hydro,146.0,43.0,118.0,61.0,19.0,386,2022-11-09
"RES (Wind, Solar, Biomass & Others)",107.0,92.0,190.0,5.0,1.0,395,2022-11-09
Total,943.0,1443.0,923.0,641.0,61.0,4011,2022-11-09
Nuclear,26.0,28.0,70.0,0.0,0.0,124,2022-11-09
"RES (Wind, Solar, Biomass & Others)",114.0,112.0,188.0,5.0,1.0,420,2022-11-10
Total,965.0,1445.0,909.0,628.0,57.0,4005,2022-11-10
"Gas, Naptha & Diesel",15.0,3.0,5.0,0.0,29.0,53,2022-11-10
Nuclear,26.0,28.0,71.0,0.0,0.0,125,2022-11-10
Hydro,146.0,39.0,115.0,57.0,18.0,375,2022-11-10
Lignite,28.0,14.0,52.0,0.0,0.0,94,2022-11-10
Coal,636.0,1249.0,478.0,566.0,9.0,2938,2022-11-10
Coal,651.0,1216.0,482.0,557.0,10.0,2916,2022-11-11
Lignite,31.0,13.0,44.0,0.0,0.0,88,2022-11-11
Total,981.0,1442.0,870.0,616.0,59.0,3968,2022-11-11
"RES (Wind, Solar, Biomass & Others)",114.0,145.0,166.0,5.0,1.0,431,2022-11-11
Hydro,145.0,36.0,101.0,54.0,18.0,355,2022-11-11
Nuclear,26.0,28.0,71.0,0.0,0.0,124,2022-11-11
"Gas, Naptha & Diesel",14.0,5.0,6.0,0.0,30.0,55,2022-11-11
Hydro,142.0,31.0,98.0,63.0,17.0,351,2022-11-12
Nuclear,24.0,35.0,70.0,0.0,0.0,128,2022-11-12
"RES (Wind, Solar, Biomass & Others)",115.0,121.0,162.0,5.0,1.0,404,2022-11-12
"Gas, Naptha & Diesel",11.0,3.0,6.0,0.0,31.0,50,2022-11-12
Coal,598.0,1210.0,455.0,544.0,7.0,2814,2022-11-12
Lignite,26.0,15.0,42.0,0.0,0.0,83,2022-11-12
Total,915.0,1415.0,832.0,612.0,56.0,3830,2022-11-12
Hydro,139.0,27.0,75.0,56.0,17.0,313,2022-11-13
Nuclear,26.0,36.0,71.0,0.0,0.0,133,2022-11-13
"Gas, Naptha & Diesel",12.0,2.0,5.0,0.0,31.0,50,2022-11-13
"RES (Wind, Solar, Biomass & Others)",125.0,86.0,170.0,5.0,1.0,388,2022-11-13
Total,941.0,1351.0,787.0,592.0,53.0,3724,2022-11-13
Lignite,30.0,15.0,40.0,0.0,0.0,85,2022-11-13
Coal,609.0,1186.0,425.0,531.0,4.0,2755,2022-11-13
Nuclear,26.0,36.0,70.0,0.0,0.0,132,2022-11-14
Hydro,141.0,39.0,114.0,54.0,17.0,364,2022-11-14
Lignite,29.0,16.0,43.0,0.0,0.0,87,2022-11-14
"Gas, Naptha & Diesel",16.0,5.0,4.0,0.0,31.0,55,2022-11-14
"RES (Wind, Solar, Biomass & Others)",140.0,78.0,154.0,5.0,1.0,379,2022-11-14
Total,981.0,1397.0,840.0,610.0,54.0,3882,2022-11-14
Coal,629.0,1225.0,454.0,551.0,5.0,2864,2022-11-14
Lignite,31.0,16.0,42.0,0.0,0.0,88,2022-11-15
Total,982.0,1423.0,870.0,627.0,54.0,3956,2022-11-15
"RES (Wind, Solar, Biomass & Others)",124.0,80.0,161.0,5.0,1.0,370,2022-11-15
Nuclear,26.0,36.0,70.0,0.0,0.0,132,2022-11-15
Coal,646.0,1239.0,476.0,569.0,6.0,2937,2022-11-15
"Gas, Naptha & Diesel",16.0,5.0,3.0,0.0,31.0,55,2022-11-15
Hydro,140.0,47.0,117.0,53.0,16.0,373,2022-11-15
Hydro,141.0,36.0,112.0,48.0,16.0,352,2022-11-16
Coal,658.0,1242.0,486.0,579.0,11.0,2975,2022-11-16
Nuclear,26.0,36.0,70.0,0.0,0.0,132,2022-11-16
"Gas, Naptha & Diesel",15.0,4.0,3.0,0.0,30.0,53,2022-11-16
Lignite,29.0,15.0,42.0,0.0,0.0,85,2022-11-16
"RES (Wind, Solar, Biomass & Others)",118.0,94.0,171.0,5.0,1.0,389,2022-11-16
Total,986.0,1426.0,883.0,633.0,58.0,3987,2022-11-16
Hydro,139.0,32.0,106.0,49.0,16.0,342,2022-11-17
Coal,649.0,1249.0,473.0,585.0,11.0,2968,2022-11-17
Nuclear,26.0,36.0,70.0,0.0,0.0,132,2022-11-17
Lignite,31.0,15.0,43.0,0.0,0.0,89,2022-11-17
"RES (Wind, Solar, Biomass & Others)",124.0,95.0,184.0,5.0,1.0,409,2022-11-17
Total,981.0,1429.0,882.0,639.0,58.0,3989,2022-11-17
"Gas, Naptha & Diesel",12.0,2.0,5.0,0.0,30.0,49,2022-11-17
Total,979.0,1428.0,883.0,627.0,58.0,3974,2022-11-18
"RES (Wind, Solar, Biomass & Others)",129.0,81.0,184.0,5.0,1.0,400,2022-11-18
Hydro,170.0,34.0,103.0,45.0,16.0,367,2022-11-18
Coal,611.0,1258.0,477.0,577.0,11.0,2933,2022-11-18
Lignite,31.0,15.0,45.0,0.0,0.0,91,2022-11-18
Nuclear,25.0,36.0,70.0,0.0,0.0,132,2022-11-18
"Gas, Naptha & Diesel",13.0,5.0,3.0,0.0,30.0,51,2022-11-18
"Gas, Naptha & Diesel",12.0,2.0,2.0,0.0,30.0,46,2022-11-19
Total,979.0,1411.0,872.0,615.0,56.0,3935,2022-11-19
Nuclear,26.0,36.0,71.0,0.0,0.0,133,2022-11-19
Hydro,133.0,30.0,88.0,42.0,15.0,308,2022-11-19
Lignite,28.0,14.0,45.0,0.0,0.0,88,2022-11-19
Coal,654.0,1240.0,479.0,568.0,10.0,2952,2022-11-19
"RES (Wind, Solar, Biomass & Others)",126.0,89.0,188.0,5.0,1.0,409,2022-11-19
"RES (Wind, Solar, Biomass & Others)",129.0,95.0,177.0,5.0,1.0,406,2022-11-20
Nuclear,26.0,36.0,71.0,0.0,0.0,133,2022-11-20
Hydro,132.0,26.0,68.0,38.0,14.0,279,2022-11-20
Total,948.0,1365.0,824.0,590.0,55.0,3782,2022-11-20
Coal,623.0,1192.0,460.0,547.0,10.0,2832,2022-11-20
"Gas, Naptha & Diesel",12.0,2.0,4.0,0.0,30.0,48,2022-11-20
Lignite,26.0,14.0,44.0,0.0,0.0,83,2022-11-20
"Gas, Naptha & Diesel",14.0,5.0,5.0,0.0,31.0,56,2022-11-21
Nuclear,26.0,36.0,71.0,0.0,0.0,133,2022-11-21
Lignite,27.0,13.0,44.0,0.0,0.0,84,2022-11-21
Coal,624.0,1244.0,495.0,569.0,10.0,2942,2022-11-21
"RES (Wind, Solar, Biomass & Others)",137.0,105.0,138.0,5.0,1.0,385,2022-11-21
Total,962.0,1434.0,853.0,613.0,57.0,3919,2022-11-21
Hydro,132.0,31.0,102.0,39.0,15.0,319,2022-11-21
Lignite,28.0,12.0,45.0,0.0,0.0,85,2022-11-22
Hydro,138.0,35.0,104.0,41.0,15.0,331,2022-11-22
Nuclear,26.0,36.0,69.0,0.0,0.0,131,2022-11-22
"Gas, Naptha & Diesel",15.0,7.0,4.0,0.0,29.0,55,2022-11-22
Coal,644.0,1271.0,503.0,576.0,11.0,3006,2022-11-22
"RES (Wind, Solar, Biomass & Others)",127.0,91.0,140.0,5.0,1.0,363,2022-11-22
Total,978.0,1452.0,863.0,622.0,56.0,3971,2022-11-22
"Gas, Naptha & Diesel",16.0,8.0,6.0,0.0,30.0,59,2022-11-23
Nuclear,26.0,35.0,53.0,0.0,0.0,115,2022-11-23
Hydro,136.0,36.0,94.0,41.0,14.0,322,2022-11-23
"RES (Wind, Solar, Biomass & Others)",128.0,92.0,163.0,5.0,1.0,389,2022-11-23
Coal,660.0,1255.0,506.0,567.0,11.0,2999,2022-11-23
Total,997.0,1438.0,865.0,613.0,56.0,3969,2022-11-23
Lignite,31.0,11.0,43.0,0.0,0.0,85,2022-11-23
Coal,647.0,1290.0,511.0,568.0,11.0,3028,2022-11-24
Total,983.0,1472.0,881.0,614.0,56.0,4005,2022-11-24
"RES (Wind, Solar, Biomass & Others)",131.0,90.0,167.0,6.0,1.0,395,2022-11-24
"Gas, Naptha & Diesel",13.0,7.0,6.0,0.0,30.0,55,2022-11-24
Nuclear,26.0,31.0,66.0,0.0,0.0,123,2022-11-24
Hydro,137.0,41.0,86.0,40.0,14.0,318,2022-11-24
Lignite,28.0,12.0,45.0,0.0,0.0,86,2022-11-24
Coal,652.0,1294.0,508.0,576.0,11.0,3041,2022-11-25
Lignite,27.0,11.0,49.0,0.0,0.0,88,2022-11-25
Hydro,131.0,33.0,90.0,38.0,14.0,305,2022-11-25
Nuclear,26.0,32.0,65.0,0.0,0.0,123,2022-11-25
"Gas, Naptha & Diesel",14.0,7.0,6.0,0.0,30.0,57,2022-11-25
"RES (Wind, Solar, Biomass & Others)",130.0,108.0,181.0,6.0,1.0,425,2022-11-25
Total,980.0,1486.0,899.0,619.0,56.0,4040,2022-11-25
Coal,664.0,1293.0,508.0,564.0,10.0,3039,2022-11-26
Total,989.0,1487.0,884.0,606.0,55.0,4021,2022-11-26
"RES (Wind, Solar, Biomass & Others)",129.0,94.0,166.0,5.0,1.0,394,2022-11-26
Nuclear,26.0,35.0,65.0,0.0,0.0,127,2022-11-26
Hydro,131.0,45.0,90.0,37.0,15.0,317,2022-11-26
Lignite,26.0,13.0,50.0,0.0,0.0,89,2022-11-26
"Gas, Naptha & Diesel",13.0,7.0,5.0,0.0,30.0,55,2022-11-26
"RES (Wind, Solar, Biomass & Others)",128.0,71.0,153.0,5.0,1.0,357,2022-11-27
"Gas, Naptha & Diesel",11.0,5.0,5.0,0.0,31.0,53,2022-11-27
Nuclear,26.0,36.0,65.0,0.0,0.0,127,2022-11-27
Hydro,133.0,26.0,72.0,37.0,14.0,282,2022-11-27
Lignite,28.0,15.0,49.0,0.0,0.0,92,2022-11-27
Coal,659.0,1247.0,492.0,562.0,10.0,2970,2022-11-27
Total,985.0,1400.0,836.0,605.0,55.0,3880,2022-11-27
Coal,671.0,1292.0,511.0,566.0,11.0,3051,2022-11-28
Lignite,31.0,15.0,37.0,0.0,0.0,82,2022-11-28
Total,1006.0,1463.0,863.0,608.0,56.0,3996,2022-11-28
"RES (Wind, Solar, Biomass & Others)",132.0,78.0,144.0,5.0,1.0,361,2022-11-28
"Gas, Naptha & Diesel",11.0,6.0,6.0,0.0,31.0,53,2022-11-28
Nuclear,26.0,36.0,59.0,0.0,0.0,121,2022-11-28
Hydro,134.0,37.0,107.0,37.0,14.0,329,2022-11-28
Total,1013.0,1493.0,861.0,598.0,56.0,4021,2022-11-29
"Gas, Naptha & Diesel",11.0,5.0,5.0,0.0,31.0,53,2022-11-29
Nuclear,26.0,36.0,65.0,0.0,0.0,127,2022-11-29
Hydro,131.0,41.0,85.0,36.0,13.0,307,2022-11-29
Lignite,32.0,11.0,34.0,0.0,0.0,77,2022-11-29
"RES (Wind, Solar, Biomass & Others)",132.0,109.0,158.0,5.0,1.0,405,2022-11-29
Coal,680.0,1291.0,514.0,557.0,11.0,3052,2022-11-29
Hydro,134.0,42.0,90.0,36.0,14.0,315,2022-11-30
"Gas, Naptha & Diesel",11.0,5.0,4.0,0.0,30.0,51,2022-11-30
Nuclear,26.0,36.0,50.0,0.0,0.0,112,2022-11-30
Coal,663.0,1300.0,515.0,542.0,11.0,3030,2022-11-30
Lignite,33.0,11.0,37.0,0.0,0.0,81,2022-11-30
